Date,Category,Demand,Units Sold,Units Ordered,Inventory Level,Price,Discount,Competitor Pricing,month,dayofweek,lag_7,lag_14,log_Demand,log_Price,log_Discount,log_Inventory Level,log_Units Sold,log_Units Ordered,log_Competitor Pricing,log_lag_7,log_lag_14,OLS_Prediction,Bayesian_Prediction,Actual_Demand
2022-01-17,Clothing,2252.0,1917.0,1079.0,382.625,76.270625,10.0,77.21875,1.0,0.0,2172.0,2091.0,7.720017940432244,4.347313870433552,2.3978952727983707,5.9496655129399,7.559038255443384,6.984716320118266,4.3595093886320475,7.6838639802564295,7.645875825184813,2206.941799230952,2206.83633887244,2252.0
2022-01-17,Toys,1796.0,1496.0,1884.0,270.35714285714283,31.02642857142857,6.785714285714286,30.76571428571429,1.0,0.0,1557.0,1356.0,7.493873886783559,3.4665614547950274,2.052290552613885,5.603435823572367,7.311218384419629,7.541683099882111,3.4583875410299556,7.351158226430694,7.213031659834869,1762.3370225838141,1762.2529236196547,1796.0000000000005
2022-01-17,Groceries,5587.0,4691.0,6374.0,424.85,53.28775,11.375,56.00625,1.0,0.0,5028.0,4898.0,8.628376720376853,3.9942986029620107,2.515678308454754,6.05408717158709,8.453614209773367,8.760139370026627,4.043160910946331,8.522976436171964,8.496786381638575,5545.101532456957,5545.252845919136,5587.000000000001
2022-01-17,Electronics,1059.0,896.0,158.0,389.6666666666667,77.82666666666667,10.416666666666666,82.15166666666666,1.0,0.0,1332.0,1417.0,6.966024187106113,4.3672513490917275,2.4350742760401247,5.9678546814688485,6.799055862058796,5.0689042022202315,4.42066624953507,7.195187320178709,7.257002707092073,1002.07153733414,1002.0849094980599,1059.0
2022-01-17,Furniture,1342.0,1074.0,974.0,301.05555555555554,118.90055555555556,8.88888888888889,131.13333333333333,1.0,0.0,1434.0,1555.0,7.202661196523238,4.786662695513606,2.2914117923959205,5.710610959249756,6.980075940561763,6.882437470997847,4.883811513787723,7.268920128193722,7.349873704738337,1245.46711702917,1245.653002452791,1342.0000000000002
2022-01-18,Clothing,2012.0,1946.0,2124.0,320.125,70.481875,13.125,74.6625,1.0,1.0,2219.0,2006.0,7.607381425639791,4.2694439210607955,2.6479462770325046,5.771830455430048,7.5740450053721995,7.661527081358517,4.326282661217806,7.705262474866325,7.604396348796338,2288.3737843052954,2288.490285872356,2011.9999999999993
2022-01-18,Toys,1251.0,1093.0,415.0,253.57142857142858,26.945,8.214285714285714,27.74142857142857,1.0,1.0,1721.0,1405.0,7.132497551660044,3.3302382927216616,2.2207550747464135,5.539581458975442,6.9975959829819265,6.030685260261263,3.3583395861458314,7.451241684987676,7.2485040723706105,1265.5989101636983,1265.5963555189433,1250.9999999999998
2022-01-18,Furniture,1265.0,1055.0,935.0,306.6666666666667,119.4961111111111,10.0,120.10166666666666,1.0,1.0,1551.0,1647.0,7.143617602704121,4.79161747947309,2.3978952727983707,5.729016945834743,6.962243464266207,6.841615476477592,4.796630413194867,7.347299700743164,7.4073177104694174,1232.824791307109,1232.8716574890507,1264.9999999999995
2022-01-18,Electronics,1233.0,1222.0,671.0,478.0833333333333,82.22833333333334,11.25,81.49,1.0,1.0,1525.0,1324.0,7.1180162044653335,4.421587834726714,2.505525936990736,6.1718745558352905,7.109062135687172,6.51025834052315,4.41267707387264,7.330405211844402,7.1891677384203225,1404.695552459492,1404.6538983424664,1233.0000000000005
2022-01-18,Groceries,4890.0,4128.0,3664.0,378.475,50.046499999999995,10.25,52.28675,1.0,1.0,5088.0,5087.0,8.495152060539358,3.9327369820252502,2.4203681286504293,5.938788718512923,8.32579052588609,8.206583614320753,3.9756877073969252,8.534836626588833,8.534640105019959,4851.718773922088,4851.77236156305,4890.000000000002
2022-01-19,Groceries,4947.0,3737.0,4849.0,327.05,54.700750000000006,6.25,54.048500000000004,1.0,2.0,5148.0,5186.0,8.506738733512378,4.01999361183361,1.9810014688665833,5.793166035790887,8.226305988015508,8.48673398393153,4.008214614841053,8.546557800046141,8.553910774351401,4443.608992806495,4443.497765861267,4946.999999999999
2022-01-19,Furniture,1345.0,1133.0,1556.0,320.0,124.22500000000001,8.333333333333334,120.99333333333334,1.0,2.0,1283.0,1556.0,7.204892510204673,4.8301121192436804,2.2335922215070942,5.771441123130016,7.033506484287697,7.350516171833998,4.803966398431432,7.157735484249907,7.350516171833998,1327.4470510451806,1327.4237466864668,1345.0000000000002
2022-01-19,Toys,1565.0,1401.0,1819.0,256.85714285714283,29.388571428571428,5.357142857142857,30.471428571428568,1.0,2.0,1594.0,1316.0,7.356279876550748,3.414066597879451,1.8495790401168812,5.552405721711668,7.2456550675945355,7.506591780070841,3.449080104752984,7.374629015218945,7.183111701743281,1652.8172482976242,1652.861189170202,1564.9999999999998
2022-01-19,Electronics,1202.0,969.0,317.0,398.5,83.5825,9.583333333333334,84.72166666666668,1.0,2.0,1207.0,1627.0,7.0925737159746784,4.437727389422605,2.359280436670591,5.990213765206329,6.877296071497429,5.762051382780177,4.451105613564596,7.0967213784947605,7.395107546562485,1095.32035621407,1095.294417611111,1201.9999999999995
2022-01-19,Clothing,1819.0,1449.0,1578.0,301.8125,70.720625,10.625,75.62,1.0,2.0,1787.0,2039.0,7.506591780070841,4.272778363144026,2.45315795147342,5.713113802085085,7.27931883541462,7.364547014255642,4.338858139272503,7.488852955733459,7.620705086838262,1699.231394421011,1699.3924808204238,1819.0
2022-01-20,Electronics,1101.0,923.0,713.0,390.25,80.26833333333333,11.666666666666666,84.54166666666667,1.0,3.0,1235.0,1207.0,7.004881989712859,4.39775643678238,2.538973871058276,5.969346741854363,6.828712071641684,6.570882962339584,4.449003586670988,7.119635638017636,7.0967213784947605,1071.0448782142714,1071.1469576133047,1100.9999999999995
2022-01-20,Furniture,1389.0,1194.0,1058.0,266.6111111111111,122.48944444444444,9.444444444444445,124.60444444444445,1.0,3.0,1409.0,1409.0,7.237059026124737,4.816155682329786,2.3460702049337847,5.589534848734056,7.085901464365611,6.9650803456014065,4.8331376391122145,7.251344983372214,7.251344983372214,1392.003980272255,1391.9977196320792,1389.0
2022-01-20,Clothing,2139.0,1724.0,1720.0,317.75,74.06875,11.25,78.125,1.0,3.0,2186.0,1829.0,7.668561108015897,4.318404360320663,2.505525936990736,5.7644070964726355,7.45298232946546,7.450660796211539,4.3710288804643405,7.690286020676768,7.512071245835466,2027.9332901293021,2028.0507403858192,2139.0
2022-01-20,Toys,1418.0,1250.0,1242.0,248.07142857142858,26.87642857142857,10.357142857142858,27.130714285714284,1.0,3.0,1569.0,1530.0,7.257707677160043,3.327781477666319,2.429846872604973,5.517739717060393,7.1316985104669115,7.1252830915107115,3.3368620144905945,7.358830898342354,7.333676395657684,1479.0562252418952,1479.0575963574895,1418.0
2022-01-20,Groceries,4775.0,4398.0,3980.0,411.55,50.92575,9.75,52.260000000000005,1.0,3.0,4591.0,4963.0,8.471358655072438,3.9498148135673485,2.3749057545736716,6.022357410550352,8.389132521348719,8.289288323000317,3.9751855803857863,8.432070937999402,8.509967146324497,5149.582716570284,5149.387152978416,4774.999999999998
2022-01-21,Toys,1616.0,1215.0,1163.0,224.35714285714286,28.529285714285713,13.214285714285714,28.325,1.0,4.0,1318.0,1514.0,7.388327859577107,3.3853825069866756,2.654247495109234,5.417686445360055,7.103322062526113,7.059617628291383,3.378440394539539,7.1846291527173145,7.323170717943469,1435.719946863078,1435.6487961290852,1615.9999999999998
2022-01-21,Electronics,1106.0,909.0,349.0,358.25,84.33083333333333,6.666666666666667,87.94666666666667,1.0,4.0,1090.0,1279.0,7.009408932708637,4.446535858507291,2.03688192726104,5.884018524959134,6.813444599510896,5.857933154483459,4.488036939173205,6.994849985833071,7.154615356913663,1029.246438162535,1029.2545588607163,1106.0000000000002
2022-01-21,Furniture,1544.0,1392.0,1267.0,249.27777777777777,128.88166666666666,8.055555555555555,131.27666666666667,1.0,4.0,1424.0,1624.0,7.3427791893318455,4.866623779510386,2.203378442910598,5.522571412146274,7.239214973779806,7.145196134997171,4.884895688723416,7.261927092702751,7.393263094763838,1617.7088077240187,1617.6523677775408,1543.9999999999995
2022-01-21,Groceries,4967.0,4396.0,5044.0,358.775,51.434749999999994,8.875,52.53125,1.0,4.0,5666.0,5011.0,8.510772623613315,3.9595695394672403,2.2900063107871858,5.885478836056238,8.388677769180811,8.52615293278771,3.9802655955243935,8.64241515616962,8.51959031601596,5224.8091847645155,5224.776783371047,4967.000000000002
2022-01-21,Clothing,2094.0,1993.0,2058.0,283.375,72.57375,11.5625,72.91125,1.0,4.0,1901.0,2156.0,7.647308832356238,4.2982883045086835,2.5307161858192946,5.650293789705215,7.597897950521784,7.629975707027789,4.3028650491148825,7.550661243105336,7.676473646389156,2336.9238966015755,2336.779511611463,2093.9999999999995
2022-01-22,Electronics,1393.0,1094.0,2068.0,359.75,86.61916666666667,10.0,90.13166666666666,1.0,5.0,1402.0,1333.0,7.2399325913204695,4.4729997715743375,2.3978952727983707,5.88818519765398,6.9985096422506015,7.634820677745543,4.5123053472321235,7.246368080102461,7.195937226475569,1299.3883691174394,1299.5455970529724,1393.0000000000005
2022-01-22,Furniture,1800.0,1316.0,2063.0,228.83333333333334,129.26333333333335,10.555555555555555,139.18944444444443,1.0,5.0,1550.0,1678.0,7.496097345175956,4.869558042636791,2.4471663218051534,5.4373544085652465,7.183111701743281,7.6324011266014535,4.9429946824968125,7.346655163176539,7.425953657077541,1558.826383801641,1558.9886946084168,1800.0
2022-01-22,Groceries,5146.0,4416.0,3957.0,337.825,52.057249999999996,9.75,53.8455,1.0,5.0,4628.0,5147.0,8.546169299652755,3.9713715192473598,2.3749057545736716,5.825483749902079,8.393216011596527,8.28349412616251,4.004520141423073,8.44009614103127,8.546363568716018,5189.048078526179,5188.836757271866,5146.000000000002
2022-01-22,Clothing,2009.0,1689.0,2034.0,309.1875,69.649375,14.0625,71.059375,1.0,5.0,2184.0,2339.0,7.605890001053122,4.257729262665363,2.7122082112508736,5.737176953347659,7.432483807917119,7.618251097876695,4.2774904319545515,7.68937110752969,7.757906208351747,2004.4091777757635,2004.4867326656588,2009.0000000000005
2022-01-22,Toys,1676.0,1393.0,791.0,274.2857142857143,28.869285714285716,12.142857142857142,28.976428571428574,1.0,5.0,1672.0,1563.0,7.424761761823209,3.396830718794646,2.575878427993727,5.617809519359053,7.2399325913204695,6.674561391814426,3.40041135854119,7.422373700986824,7.355001921105257,1628.0435455685586,1627.9513529049475,1676.0000000000005
2022-01-23,Electronics,1002.0,836.0,358.0,304.3333333333333,83.66333333333334,4.166666666666667,83.0,1.0,6.0,1138.0,1181.0,6.910750787961936,4.4386826074966645,1.6422277352570913,5.721404076006021,6.729824070489475,5.883322388488279,4.430816798843313,7.037905963447182,7.074963197966044,954.4324250720701,954.3895319329652,1002.0000000000003
2022-01-23,Furniture,1339.0,1138.0,595.0,267.94444444444446,121.53500000000001,8.055555555555555,129.20111111111112,1.0,6.0,1348.0,1586.0,7.200424892944957,4.808396703461942,2.203378442910598,5.59450483204353,7.037905963447182,6.39024066706535,4.869080263617557,7.207118856207756,7.369600720526409,1306.1448368306321,1306.1767637946382,1339.0
2022-01-23,Toys,1288.0,1104.0,1381.0,208.21428571428572,27.022142857142857,10.714285714285714,26.94928571428571,1.0,6.0,1450.0,1700.0,7.161622002939187,3.332995013971262,2.46080909820894,5.3433590172124745,7.007600613951853,7.231287004327616,3.3303916434350427,7.280008252884188,7.438971592395862,1319.4622657649725,1319.4749897454635,1287.9999999999995
2022-01-23,Groceries,5107.0,4034.0,5150.0,365.85,52.66925,9.75,55.773,1.0,6.0,4796.0,4781.0,8.53856321715243,3.9828402118037847,2.3749057545736716,5.904953045160004,8.302761580704049,8.546946149565585,4.039060860598798,8.475746001502063,8.47261414801827,4790.623104866904,4790.842535568866,5106.999999999996
2022-01-23,Clothing,1779.0,1609.0,2246.0,292.25,71.45875,9.375,76.110625,1.0,6.0,1897.0,2179.0,7.484368643286131,4.283017434421086,2.339399066116762,5.681025487533585,7.383989457978509,7.717351272185329,4.345241079116133,7.5485559791698735,7.687080155783135,1901.5025318812689,1901.674238501717,1779.0000000000002
2022-01-24,Groceries,4592.0,3912.0,3418.0,337.925,51.30800000000001,10.375,52.3085,1.0,0.0,5587.0,5028.0,8.432288684325794,3.957149323044256,2.431417964837014,5.825778843965453,8.272059622210412,8.137103389639302,3.976095793128735,8.628376720376853,8.522976436171964,4625.587577879914,4625.56250132379,4592.000000000003
2022-01-24,Furniture,1367.0,1124.0,1133.0,260.1111111111111,122.0788888888889,8.88888888888889,124.8138888888889,1.0,0.0,1342.0,1434.0,7.221105098182496,4.8128255228610035,2.2914117923959205,5.564946029801985,7.025538314638521,7.033506484287697,4.834803742694379,7.202661196523238,7.268920128193722,1310.4020959333025,1310.4269770935118,1366.9999999999998
2022-01-24,Clothing,2126.0,1662.0,1778.0,242.4375,75.229375,10.0,77.7975,1.0,0.0,2252.0,2172.0,7.6624678152002375,4.333746887094736,2.3978952727983707,5.494860236065067,7.416378479192928,7.483806687665835,4.3668812704722315,7.720017940432244,7.6838639802564295,1962.3156254623777,1962.389390749284,2126.0000000000005
2022-01-24,Electronics,1134.0,1012.0,906.0,273.75,82.495,10.833333333333334,83.4775,1.0,0.0,1059.0,1332.0,7.034387929915503,4.424786749824396,2.4709204078132605,5.61586159328373,6.920671504248683,6.810142450115136,4.436485226717045,6.966024187106113,7.195187320178709,1174.0640691707963,1174.0502960437677,1134.0000000000005
2022-01-24,Toys,1351.0,1112.0,770.0,245.78571428571428,26.427142857142858,11.428571428571429,26.868571428571432,1.0,0.0,1796.0,1557.0,7.20934025660291,3.311533138282751,2.5199979695992702,5.508520406586512,7.014814351275545,6.647688373563329,3.3274995817865385,7.493873886783559,7.351158226430694,1311.6232062603171,1311.6653496722736,1351.0000000000005
2022-01-25,Groceries,4200.0,3704.0,1953.0,363.775,48.65625,8.0,51.028999999999996,1.0,1.0,4890.0,5088.0,8.343077871169383,3.9051242637369894,2.1972245773362196,5.899280725150086,8.217438537730187,7.577633832602728,3.9518012554365582,8.495152060539358,8.534836626588833,4294.261433357384,4294.229677132286,4200.000000000004
2022-01-25,Furniture,1340.0,1204.0,765.0,288.72222222222223,122.80000000000001,7.777777777777778,128.26166666666666,1.0,1.0,1265.0,1551.0,7.201170883281678,4.818667360250496,2.1722232751308024,5.668922609538708,7.094234845924755,6.641182169740591,4.861838773660541,7.143617602704121,7.347299700743164,1378.3057841649368,1378.304148151025,1339.9999999999998
2022-01-25,Clothing,1717.0,1463.0,1283.0,296.625,72.754375,5.625,75.401875,1.0,1.0,2012.0,2219.0,7.4489161025442,4.3007403154943455,1.890850371872286,5.695834304807027,7.288927694521257,7.157735484249907,4.336007237756144,7.607381425639791,7.705262474866325,1703.50307996529,1703.5879933406957,1716.9999999999993
2022-01-25,Toys,1278.0,1071.0,849.0,212.71428571428572,27.115714285714287,8.214285714285714,27.693571428571428,1.0,1.0,1251.0,1721.0,7.153833801578843,3.3363286472800326,2.2207550747464135,5.36464000947911,6.977281341630747,6.745236349484363,3.356673105639774,7.132497551660044,7.451241684987676,1250.9052220650442,1250.9004254627296,1278.0000000000005
2022-01-25,Electronics,1283.0,992.0,1016.0,228.75,88.48083333333334,8.333333333333334,85.10166666666667,1.0,1.0,1233.0,1525.0,7.157735484249907,4.49402444964666,2.2335922215070942,5.436991761235796,6.900730664045173,6.92461239604856,4.455528768582765,7.1180162044653335,7.330405211844402,1163.1608466244084,1163.0977776255302,1283.0000000000002
2022-01-26,Furniture,1504.0,1403.0,1914.0,323.55555555555554,120.32166666666666,12.777777777777779,122.9661111111111,1.0,2.0,1345.0,1283.0,7.316548177182976,4.7984454204994,2.6230569882688175,5.782456725051522,7.247080584585756,7.557472901614746,4.820008230761433,7.204892510204673,7.157735484249907,1644.9000997343273,1644.9035236041368,1503.9999999999998
2022-01-26,Toys,1187.0,1078.0,908.0,252.64285714285714,26.512857142857143,7.5,27.88357142857143,1.0,2.0,1565.0,1594.0,7.080026499922591,3.3146534278808075,2.1400661634962708,5.535927203327829,6.983789965258135,6.812345094177479,3.3632729708030293,7.356279876550748,7.374629015218945,1266.4230916785993,1266.5231418325143,1187.0000000000005
2022-01-26,Electronics,1366.0,1259.0,1297.0,313.0,86.08333333333333,11.666666666666666,84.77583333333334,1.0,2.0,1202.0,1207.0,7.220373836723949,4.466865514610911,2.538973871058276,5.749392985908253,7.138866999945524,7.168579897264035,4.4517373040378425,7.0925737159746784,7.0967213784947605,1468.390957272125,1468.2944424132154,1365.9999999999995
2022-01-26,Clothing,1920.0,1501.0,1734.0,357.8125,72.895,9.0625,74.501875,1.0,2.0,1819.0,1787.0,7.560601162768557,4.302645166666536,2.3088156427446815,5.8827999679278555,7.31455283232408,7.45876269238096,4.324157490383696,7.506591780070841,7.488852955733459,1760.3947153586419,1760.4600069715088,1920.0000000000007
2022-01-26,Groceries,4607.0,4030.0,2966.0,377.6,52.420249999999996,7.5,52.579750000000004,1.0,2.0,4947.0,5148.0,8.435549202375727,3.9781898875660344,2.1400661634962708,5.936480238775222,8.301769763117166,7.995306620290822,3.981171198185458,8.506738733512378,8.546557800046141,4709.056669561291,4708.777991096927,4606.999999999998
2022-01-27,Furniture,1430.0,1270.0,1472.0,271.0,123.54777777777778,9.444444444444445,129.7088888888889,1.0,3.0,1389.0,1409.0,7.266128779556451,4.824689399540008,2.3460702049337847,5.605802066295998,7.147559271189454,7.29505641646263,4.87297262817904,7.237059026124737,7.251344983372214,1485.2810364221368,1485.346473752317,1429.9999999999995
2022-01-27,Electronics,1036.0,1025.0,866.0,320.6666666666667,82.085,6.666666666666667,85.94416666666666,1.0,3.0,1101.0,1235.0,6.9440872082295275,4.419864180153177,2.03688192726104,5.773515812670876,6.933423025730715,6.7650389767805414,4.4652661501848065,7.004881989712859,7.119635638017636,1182.0057963765569,1182.0502271986838,1036.0000000000002
2022-01-27,Groceries,4820.0,4316.0,5416.0,415.55,50.1635,10.25,54.538250000000005,1.0,3.0,4775.0,4591.0,8.480736654405622,3.9350263871931093,2.4203681286504293,6.032006502420918,8.370315995555478,8.597297435657898,4.01707197255977,8.471358655072438,8.432070937999402,5094.945422335951,5095.319374502275,4819.999999999996
2022-01-27,Clothing,1932.0,1628.0,1278.0,418.625,72.17375,10.0,70.689375,1.0,3.0,2139.0,2186.0,7.566828479208331,4.292836750095181,2.3978952727983707,6.039361455300199,7.395721608602045,7.153833801578843,4.272342549734994,7.668561108015897,7.690286020676768,1898.5583165905055,1898.5073479532307,1932.0
2022-01-27,Toys,1441.0,1037.0,1587.0,207.07142857142858,28.94214285714286,7.5,28.427142857142858,1.0,3.0,1418.0,1569.0,7.273786317844895,3.3992669481452076,2.1400661634962708,5.337881427344176,6.945051063725834,7.370230641807081,3.3819174748666643,7.257707677160043,7.358830898342354,1240.4894005081035,1240.5031750786106,1441.0000000000005
2022-01-28,Toys,1467.0,1254.0,1748.0,189.07142857142858,28.862142857142857,5.714285714285714,29.267142857142858,1.0,4.0,1616.0,1318.0,7.291656209174461,3.3965915530037805,1.9042374526547452,5.24739994136243,7.134890851565884,7.466799475018602,3.410062729980886,7.388327859577107,7.1846291527173145,1497.0987948779741,1497.110463030533,1466.9999999999995
2022-01-28,Electronics,1182.0,1042.0,1129.0,290.8333333333333,81.85583333333334,8.75,81.6925,1.0,4.0,1106.0,1090.0,7.075808863978387,4.417102149762557,2.277267285009756,5.676182863057797,6.949856455000773,7.029972911706386,4.415128908678917,7.009408932708637,6.994849985833071,1218.0135163976033,1217.9846997800992,1182.0000000000002
2022-01-28,Furniture,1454.0,1235.0,700.0,257.6666666666667,128.92277777777778,6.388888888888889,130.5822222222222,1.0,4.0,1544.0,1424.0,7.282761179605593,4.866940256863512,1.9999773703255892,5.555540231515109,7.119635638017636,6.55250788703459,4.879631920269017,7.3427791893318455,7.261927092702751,1424.1537966142403,1424.0928483392815,1454.0000000000007
2022-01-28,Clothing,1926.0,1626.0,928.0,351.8125,75.16875,7.1875,73.606875,1.0,4.0,2094.0,1901.0,7.563719668414366,4.332951273589676,2.1026086009613705,5.8659367543439815,7.394493107219038,6.834108738813838,4.312232661140355,7.647308832356238,7.550661243105336,1882.173962051688,1882.0360263718708,1926.0
2022-01-28,Groceries,4493.0,3788.0,3474.0,360.775,50.72,7.75,52.507000000000005,1.0,4.0,4967.0,5666.0,8.410498452745275,3.945844553903657,2.169053700369523,5.891022471624057,8.239857411018601,8.153349757998892,3.9798124864645033,8.510772623613315,8.64241515616962,4458.072260949914,4458.139513166569,4493.000000000001
2022-01-29,Clothing,2142.0,1732.0,2068.0,376.75,79.7875,4.6875,82.804375,1.0,5.0,2009.0,2184.0,7.669961995473577,4.391822250589014,1.7382707842770688,5.934232601152849,7.457609289715606,7.634820677745543,4.428485213762498,7.605890001053122,7.68937110752969,2019.4852457742145,2019.5831781810473,2142.0000000000005
2022-01-29,Electronics,1382.0,1108.0,2251.0,242.5,96.2275,4.166666666666667,89.5625,1.0,5.0,1393.0,1402.0,7.232010331664759,4.5770535932622645,1.6422277352570913,5.495116942522644,7.011213987350367,7.719573989259581,4.5060402200809015,7.2399325913204695,7.246368080102461,1320.1519482792746,1320.0712430820422,1382.0000000000005
2022-01-29,Groceries,4713.0,4319.0,4181.0,345.7,53.93275,5.0,55.249249999999996,1.0,5.0,5146.0,4628.0,8.458292083496076,4.006109709818841,1.791759469228055,5.8484598526909775,8.371010681238156,8.338544879988579,4.029792707662306,8.546169299652755,8.44009614103127,5077.812412690406,5077.641020929051,4712.999999999998
2022-01-29,Furniture,1458.0,1354.0,588.0,225.22222222222223,131.25555555555556,3.888888888888889,136.27277777777778,1.0,5.0,1800.0,1550.0,7.285506548522785,4.884736077837615,1.586965056582042,5.421517800334194,7.2115567333138015,6.3784261836515865,4.921970024928118,7.496097345175956,7.346655163176539,1551.3895801255983,1551.3336210560217,1457.9999999999993
2022-01-29,Toys,1369.0,1142.0,1319.0,144.35714285714286,28.460714285714285,6.428571428571429,27.835,1.0,5.0,1676.0,1672.0,7.222566018822171,3.383057656691482,2.005333569526114,4.979193768261437,7.04141166379481,7.1853870155804165,3.361589927067376,7.424761761823209,7.422373700986824,1369.0157262257433,1368.9647016113497,1369.0000000000005
2022-01-30,Electronics,1088.0,886.0,454.0,272.25,86.31416666666667,3.3333333333333335,87.43583333333333,1.0,6.0,1002.0,1138.0,6.9930151229329605,4.4695127253580225,1.4663370687934272,5.610387127056648,6.787844982309579,6.12029741895095,4.4822772419591494,6.910750787961936,7.037905963447182,1009.317242260554,1009.272102707833,1088.0
2022-01-30,Clothing,1662.0,1360.0,563.0,373.6875,72.9225,5.0,75.046875,1.0,6.0,1779.0,1897.0,7.416378479192928,4.303017247107854,1.791759469228055,5.926092345221833,7.215975002651466,6.335054251498059,4.3313499264737825,7.484368643286131,7.5485559791698735,1551.3472530451922,1551.3315385788214,1662.0000000000005
2022-01-30,Toys,1305.0,1246.0,993.0,217.5,27.825714285714287,6.785714285714286,28.529285714285717,1.0,6.0,1288.0,1450.0,7.174724309836376,3.36126784592492,2.052290552613885,5.3867860145356445,7.1284959456800365,6.901737206656574,3.3853825069866756,7.161622002939187,7.280008252884188,1456.0545417466878,1456.0003671111383,1305.0
2022-01-30,Groceries,4180.0,3428.0,3844.0,302.875,51.132999999999996,5.625,52.609,1.0,6.0,5107.0,4796.0,8.338305731356565,3.9537981455607674,1.890850371872286,5.716616432636288,8.14002395246292,8.254528881939745,3.981716964429136,8.53856321715243,8.475746001502063,4076.223921515291,4076.3362286153897,4179.999999999999
2022-01-30,Furniture,1318.0,1072.0,1497.0,243.66666666666666,127.30444444444444,4.722222222222222,132.42999999999998,1.0,6.0,1339.0,1348.0,7.1846291527173145,4.854405912053907,1.7443572303334711,5.499896739946406,6.9782137426306985,7.311886164077165,4.893576995754329,7.200424892944957,7.207118856207756,1259.3891444970122,1259.4706452188043,1317.9999999999998
